number,borders,address,july,august,sept,links,rajon,country,difference
140596,"м.Авдіївка – бульв.Шевченка: 2, 4, 6, 8; вул.Гагаріна: 13, 17, 19–27; вул.Грушевського: 81; вул.Комунальна: 1–3, 5, 7, 9, 13–21; вул.Молодіжна: 9–12; просп.Центральний: 1, 5; Будинок бригадира путі, квартал Ювілейний: 1–2;","бульв.Шевченка, 1, м.Авдіївка, Донецька обл., 86065 (школа №6, вестибюль, 1-й поверх)",1823,1827,2427,!cm_core.cm_index?option=ext_dvk&pid100=14&pf5242=140596&prejim=1,Авдіївська міська громада,,33.1321996708722
140599,"м.Авдіївка – вул.Воробйова: 5; вул.Корольова: 1, 7–11; вул.Менделеєва: 3, 5–9; вул.Молодіжна: 16–20;","вул.Менделеєва, 6, м.Авдіївка, Донецька обл., 86066 (школа №5, хол, 1-й поверх)",2101,2095,2453,!cm_core.cm_index?option=ext_dvk&pid100=14&pf5242=140599&prejim=1,Авдіївська міська громада,,16.7539267015707
140600,"м.Авдіївка – вул.Гагаріна: 2–4; вул.Рубінова, просп.Центральний: 4, 15–17; квартал 9: 1, 7–11А, 15–15А, 22, 24, 26;","вул.Комунальна, 10, м.Авдіївка, Донецька обл., 86065 (школа №7, хол, 1-й поверх)",1909,1895,2455,!cm_core.cm_index?option=ext_dvk&pid100=14&pf5242=140600&prejim=1,Авдіївська міська громада,,28.6013619696176
140601,"м.Авдіївка – бульв.Шевченка: 3, 5, 7, 9; вул.Гагаріна: 1, 5, 11; вул.Комунальна: 4, 6, 8, 12, 23–31; просп.Центральний: 2А; квартал Будівельників","вул.Комунальна, 10, м.Авдіївка, Донецька обл., 86065 (школа №7, хол, 1-й поверх)",1971,1966,2447,!cm_core.cm_index?option=ext_dvk&pid100=14&pf5242=140601&prejim=1,Авдіївська міська громада,,24.1501775748351
140602,"м.Авдіївка – вул.Воробйова: 15; просп.Центральний: 23–27; квартал 9: 2, 12–14А, 16–21, 23, 25, 27;","просп.Центральний, 28, м.Авдіївка, Донецька обл., 86066 (палац культури, фойє, 1-й поверх)",2008,2010,2461,!cm_core.cm_index?option=ext_dvk&pid100=14&pf5242=140602&prejim=1,Авдіївська міська громада,,22.5597609561753
560595,"с.Оженин – вул.Б. Хмельницького, вул.Висока, вул.Гагаріна, вул.Грушевського, вул.Дивака, вул.Заводська, вул.Залізнична, вул.Каденюка, вул.Квіткова, вул.Князів Острозьких, вул.Мальовнича, вул.Медова, вул.Сагайдачного","вул.Заводська, 5А, с.Оженин, Острозький р-н, Рівненська обл., 35820 (фойє)",970,972,1607,!cm_core.cm_index?option=ext_dvk&pid100=56&pf5242=560595&prejim=1,Острозька міська громада,,65.6701030927835
560604,"с.Тесів, с.Хрінів","вул.Центральна, 5, с.Тесів, Острозький р-н, Рівненська обл., 35810 (школа, фойє)",251,249,354,!cm_core.cm_index?option=ext_dvk&pid100=56&pf5242=560604&prejim=1,Острозька міська громада,,41.0358565737052
70375,"с.Колодяжне, с.Будище","вул.Лесі Українки, 18, с.Колодяжне, Ковельський р-н, Волинська обл., 45061 (будинок культури, обрядова зала)",582,581,662,!cm_core.cm_index?option=ext_dvk&pid100=7&pf5242=070375&prejim=1,Колодяжненська сільська громада,,13.7457044673539
320829,"с.Стещина, с.Калинівка","вул.Кості Іванова, 2, с.Стещина, Поліський р-н, Київська обл., 07050 (сільський клуб, актова зала)",118,118,135,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320829&prejim=1,Поліська селищна громада,,14.406779661017
440420,"с.Новоолександрівка, с.Троїцьке – вул.Горького, вул.Квіткова, вул.Корольова, вул.Лермонтова, вул.Молодьожна, вул.Набережна, вул.Нижня, вул.Оборонна, вул.Подгорна, вул.Поштова, вул.Привольна, вул.Садова, вул.Сонячна, вул.Центральна, вул.Чапаєва, пров.Нижній, с.Новозванівка","вул.Квіткова, 1А, с.Троїцьке, Попаснянський р-н, Луганська обл., 93354 (школа, вестибюль)",361,360,406,!cm_core.cm_index?option=ext_dvk&pid100=44&pf5242=440420&prejim=1,Попаснянська міська громада,,12.4653739612188
320601,с.Стоянка,"вул.21 км Житомирського шоссе, Ірпінське МУВГ, с.Стоянка, Києво-Святошинський р-н, Київська обл., 08114 (Ірпінське міжрайонне управління водного господарства, актова зала)",388,391,447,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320601&prejim=1,Білогородська сільська громада,,15.2061855670103
321422,"с.Святопетрівське – вул.Абрикосова, вул.Амосова, вул.А-2860, вул.Вишнева, вул.Героїв Дніпра, вул.Грушевського, вул.Енергетиків, вул.Індустріальна, вул.І.Франка, вул.Космонавтів, вул.Молодіжна, вул.Назарія Яремчука, вул.Об’їзна, вул.Одеська, вул.Північна, вул.Польова, вул.Промислова, вул.Прорізна, вул.Святомихайлівська, вул.Святоюріївська, вул.Урожайна, вул.Центральна: 2–132Б; вул.Шевченка, вул.Шкільна, вул.Ярослава Мудрого, пров.Приміський, пров.Райдужний, пров.Соборний, пров.Травневий, пров.Яблуневий","вул.Центральна, 138А, с.Святопетрівське, Києво-Святошинський р-н, Київська обл., 08141 (Святопетрівська загальноосвітня школа, вестибюль, 2-й поверх)",1277,1481,1725,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=321422&prejim=1,Білогородська сільська громада,,35.0822239624119
631003,"м.Лозова – вул.Богдана Хмельницького: 46–125; вул.Ватутіна, вул.Заполярна, вул.Ковальська: 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41, 43, 45–96; вул.Кооперативна, вул.Крилова, вул.Маршала Говорова, вул.Орільська, вул.Свободи: 4А, 38; вул.Шкільна, пров.Заполярний, пров.Запорізький, пров.Крилова, пров.Тупіковий, пров.Філософський, пров.Шкільний, с.Українське","вул.Свободи, 4А, м.Лозова, Харківська обл., 64602 (Лозівський центр професійної освіти, вестибюль)",776,777,1021,!cm_core.cm_index?option=ext_dvk&pid100=63&pf5242=631003&prejim=1,Лозівська міська громада,,31.5721649484536
630360,"с.Малі Проходи, с.Алісівка, с.Висока Яруга","вул.Конєва, 51А, с.Малі Проходи, Дергачівський р-н, Харківська обл., 62330 (будинок культури, друга зала)",326,346,362,!cm_core.cm_index?option=ext_dvk&pid100=63&pf5242=630360&prejim=1,Дергачівська міська громада,,11.0429447852761
740570,"с.Софіївка, с.Вишневе","вул.Професора Примака, 27, с.Софіївка, Носівський р-н, Чернігівська обл., 17150 (сільська рада, зала засідань)",136,134,154,!cm_core.cm_index?option=ext_dvk&pid100=74&pf5242=740570&prejim=1,Макіївська сільська громада,,13.235294117647
