OUTID,STID,BIRTH,SEXTYPENAME,REGNAME,AREANAME,TERNAME,REGTYPENAME,TERTYPENAME,CLASSPROFILENAME,CLASSLANGNAME,EONAME,EOTYPENAME,EOREGNAME,EOAREANAME,EOTERNAME,EOPARENT,UKRTEST,UKRTESTSTATUS,UKRBALL100,UKRBALL12,UKRPTNAME,UKRPTREGNAME,UKRPTAREANAME,UKRPTTERNAME,HISTTEST,HISTLANG,HISTTESTSTATUS,HISTBALL100,HISTBALL12,HISTPTNAME,HISTPTREGNAME,HISTPTAREANAME,HISTPTTERNAME,MATHTEST,MATHLANG,MATHTESTSTATUS,MATHBALL100,MATHBALL12,MATHPTNAME,MATHPTREGNAME,MATHPTAREANAME,MATHPTTERNAME,PHYSTEST,PHYSLANG,PHYSTESTSTATUS,PHYSBALL100,PHYSBALL12,PHYSPTNAME,PHYSPTREGNAME,PHYSPTAREANAME,PHYSPTTERNAME,CHEMTEST,CHEMLANG,CHEMTESTSTATUS,CHEMBALL100,CHEMBALL12,CHEMPTNAME,CHEMPTREGNAME,CHEMPTAREANAME,CHEMPTTERNAME,BIOTEST,BIOLANG,BIOTESTSTATUS,BIOBALL100,BIOBALL12,BIOPTNAME,BIOPTREGNAME,BIOPTAREANAME,BIOPTTERNAME,GEOTEST,GEOLANG,GEOTESTSTATUS,GEOBALL100,GEOBALL12,GEOPTNAME,GEOPTREGNAME,GEOPTAREANAME,GEOPTTERNAME,ENGTEST,ENGTESTSTATUS,ENGBALL100,ENGBALL12,ENGPTNAME,ENGPTREGNAME,ENGPTAREANAME,ENGPTTERNAME,FRATEST,FRATESTSTATUS,FRABALL100,FRABALL12,FRAPTNAME,FRAPTREGNAME,FRAPTAREANAME,FRAPTTERNAME,DEUTEST,DEUTESTSTATUS,DEUBALL100,DEUBALL12,DEUPTNAME,DEUPTREGNAME,DEUPTAREANAME,DEUPTTERNAME,SPATEST,SPATESTSTATUS,SPABALL100,SPABALL12,SPAPTNAME,SPAPTREGNAME,SPAPTAREANAME,SPAPTTERNAME,RUSTEST,RUSTESTSTATUS,RUSBALL100,RUSBALL12,RUSPTNAME,RUSPTREGNAME,RUSPTAREANAME,RUSPTTERNAME,CERTNUM,UKRBALL,HISTBALL,MATHBALL,PHYSBALL,CHEMBALL,BIOBALL,GEOBALL,ENGBALL,FRABALL,DEUBALL,SPABALL,RUSBALL
AA92422D-2484-4FAC-AAD0-41BFBA3EE5CF,C42CF505-7072-41C4-96F5-CA5C0DC3DE44,2000,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Військово-спортивний,українська,Чернівецький військово-спортивний ліцей-інтернат Чернівецької міської ради,ліцей,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,117.0,5.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Історія України,українська,Зараховано,114.0,5.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Не подолав поріг,,3.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №27 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Англійська мова,Не подолав поріг,,,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339672,36.0,32.0,,,,,17.0,4.0,,,,
C68DBD11-9A50-4AB9-89B4-E35C7F13D10E,20F01E84-5638-4E87-9C5F-8B45A1C6BEFD,2000,жіноча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Інший,українська,Чернівецький ліцей №1 математичного та економічного профілів Чернівецької міської ради,ліцей,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,190.0,11.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,Математика,українська,Зараховано,177.0,10.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,179.0,10.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Англійська мова,Зараховано,154.0,,Чернівецька гімназія №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368911,92.0,,45.0,,,,70.0,35.0,,,,
2DC51689-EC9F-4BDB-ABED-C03DE982AEC5,B52C96AD-0B40-4FB7-A07A-0BD6FBCFB653,2000,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Інший,українська,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,ліцей,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,187.0,11.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,178.0,10.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Математика,українська,Зараховано,162.0,8.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,167.0,,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345820,89.0,70.0,37.0,,,49.0,,,,,,
036CD978-BEEE-44E9-820B-E8E858B4F01E,BADC7B2F-D5B5-4114-93BE-66D038A0D0A4,2000,жіноча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Технологічний,українська,Чернівецька загальноосвітня школа І-ІІІ ступенів технологічного профілю №33 Чернівецької міської ради,середня загальноосвітня школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Не подолав поріг,,3.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №27 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,Математика,українська,Не подолав поріг,,1.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,103.0,4.0,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299873,19.0,,2.0,,,24.0,,,,,,
812B8C42-700F-46E3-85FE-50B839A8F4C9,E50926C5-53EA-4569-99AE-CF10586B9173,2000,жіноча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Універсальний,українська,"Комунальний дошкільний навчальний заклад - загальноосвітній навчальний заклад ""Навчально - виховний комплекс ""Лідер"" Чернівецької міської ради",середня загальноосвітня школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,142.0,8.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №31 Чернівецької міської ради,Чернівецька область,м.Чернівці. Садгірський район міста,Садгірський район міста,,,,,,,,,,Математика,українська,Зараховано,126.0,6.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,Хімія,українська,Зараховано,133.0,6.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Біологія,українська,Зараховано,133.0,,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298952,53.0,,20.0,,32.0,33.0,,,,,,
287A14FE-8AE0-4408-AFD2-7F26311B1381,DC2CEF9A-61B9-4022-A590-3C849B24A651,1999,жіноча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Іноземної філології,українська,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,спеціалізована школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,187.0,11.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №27 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,Математика,українська,Зараховано,155.0,8.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №27 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,162.0,9.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №31 Чернівецької міської ради,Чернівецька область,м.Чернівці. Садгірський район міста,Садгірський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295101,89.0,,33.0,,,,,38.0,,,,
23FDA3D7-8810-46C5-B4D0-526A8D0FFC25,8BA35106-66DC-4CD1-BFEC-502C7F36D8B1,2000,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Інший,українська,Чернівецький ліцей №1 математичного та економічного профілів Чернівецької міської ради,ліцей,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,138.0,7.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Історія України,українська,Зараховано,138.0,8.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Математика,українська,Зараховано,159.0,8.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,145.0,,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368885,50.0,41.0,35.0,,,,,32.0,,,,
7674A555-EF0B-4034-8501-8483BCB99490,436039D8-EF95-48C2-AF62-9D36FCBF3A54,1999,жіноча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Інший,українська,Чернівецька гімназія №5 Чернівецької міської ради,гімназія,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,172.0,10.0,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,159.0,7.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,188.0,11.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177624,76.0,53.0,,,,,,49.0,,,,
CBFAB312-E43C-4B1D-95F9-9E4FDA9265A1,4AA06A16-4DEC-4925-B9C9-003DB73292F4,1999,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Інший,українська,Чернівецька загальноосвітня школа І-ІІІ ступенів №5 Чернівецької міської ради,середня загальноосвітня школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,159.0,9.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,Математика,українська,Зараховано,151.0,8.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,170.0,9.0,Чернівецька гімназія №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,Німецька мова,Зараховано,135.0,,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,289715,66.0,,31.0,,,,63.0,,,28.0,,
E89B6F0D-4032-4C2E-9067-5188AB5E36B1,8C8A3C43-6D20-4C6F-BD72-95FEEC78D945,2000,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Універсальний,українська,Чернівецька загальноосвітня школа І-ІІІ ступенів №27 Чернівецької міської ради,середня загальноосвітня школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,141.0,6.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,156.0,9.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,158.0,8.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369779,52.0,51.0,,,,44.0,,,,,,
44105C59-9C94-4987-A916-EFE8A9097D5A,7352E52A-7FD8-40C1-B8E7-477625A846E1,2000,жіноча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Біолого-хімічний,українська,Чернівецька загальноосвітня школа І-ІІІ ступенів №5 Чернівецької міської ради,середня загальноосвітня школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,145.0,8.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №31 Чернівецької міської ради,Чернівецька область,м.Чернівці. Садгірський район міста,Садгірський район міста,Історія України,українська,Зараховано,122.0,5.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,142.0,6.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288101,55.0,35.0,,,,36.0,,,,,,
0903EE66-58C4-4B04-BEF9-6464EDF55031,44DC80B5-C4D0-47F7-812D-05315741C5F0,1999,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Іноземної філології,українська,Чернівецька гімназія №7 Чернівецької міської ради,гімназія,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,167.0,8.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №31 Чернівецької міської ради,Чернівецька область,м.Чернівці. Садгірський район міста,Садгірський район міста,,,,,,,,,,Математика,українська,Зараховано,162.0,9.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,167.0,9.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298118,72.0,,37.0,,,,,40.0,,,,
411D2CA6-63D1-4751-9BC0-76B2EAFB9815,64AB5378-8342-4399-9CD8-2C5245D12C42,2000,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Інший,українська,Чернівецька загальноосвітня школа І-ІІІ ступенів №5 Чернівецької міської ради,середня загальноосвітня школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,162.0,10.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №31 Чернівецької міської ради,Чернівецька область,м.Чернівці. Садгірський район міста,Садгірський район міста,Історія України,українська,Зараховано,162.0,8.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,154.0,8.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290064,68.0,55.0,,,,,,35.0,,,,
D64B0982-AE24-44FA-892D-D2C7030C634B,DDD984EE-FDE2-4A87-8527-A0BB4E971173,1999,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Біолого-хімічний,українська,Чернівецька загальноосвітня школа І-ІІІ ступенів №5 Чернівецької міської ради,середня загальноосвітня школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,148.0,7.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,122.0,5.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,116.0,5.0,Чернівецька гімназія №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288332,57.0,35.0,,,,,35.0,,,,,
8F1ABFB7-857A-427F-9ECE-C9A8DDC04D07,844B6D61-D11B-4175-9B3C-98AD2909E33D,1999,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Інший,українська,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,ліцей,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,184.0,10.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,Математика,українська,Зараховано,162.0,8.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Фізика,українська,Зараховано,131.0,,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,180.0,11.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346009,86.0,,37.0,16.0,,,,45.0,,,,
EFB4793C-A164-4321-93F5-0F030D730D01,705C87AF-8FE7-410B-896C-490FD0710EA4,2000,жіноча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Іноземної філології,українська,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,гімназія,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,164.0,9.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Не подолав поріг,,3.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Математика,українська,Зараховано,124.0,5.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,140.0,,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355181,70.0,25.0,19.0,,,,,30.0,,,,
FD06FE14-9118-4499-A5E7-8874D461F707,056F8EBB-3D66-40F9-889B-EA780B71E7B4,2000,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Військово-спортивний,українська,Чернівецький військово-спортивний ліцей-інтернат Чернівецької міської ради,ліцей,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,109.0,4.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Історія України,українська,Зараховано,117.0,4.0,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,133.0,,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Географія,українська,Зараховано,107.0,5.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340777,31.0,33.0,,,,33.0,31.0,,,,,
83238413-F8F4-436C-A0EE-467AD598F191,E5E9730E-BC96-4B27-BC19-F8FB464D69E0,2000,жіноча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Іноземної філології,українська,Чернівецька спеціалізована школа І-ІІІ ступенів №22 Чернівецької міської ради,спеціалізована школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,179.0,10.0,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,163.0,7.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №27 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,177.0,11.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299496,82.0,56.0,,,,,,44.0,,,,
C9759100-5595-42A5-82FB-1CD5BDA0AAEB,42E40DB9-47B3-4AEE-AC97-4B9A32DED1E1,1999,жіноча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Української філології,українська,Чернівецька загальноосвітня школа І-ІІІ ступенів №11 Чернівецької міської ради,середня загальноосвітня школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,180.0,10.0,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,166.0,9.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №27 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,172.0,11.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323600,83.0,59.0,,,,,,42.0,,,,
