,Повна назва навчального закладу,Область,83-РВК 1.1.1,83-РВК 1.1.2,83-РВК 1.1.3,83-РВК 1.1.4,83-РВК 1.1.5,83-РВК 1.1.6,83-РВК 1.1.7,83-РВК 1.1.8,83-РВК 1.1.9,83-РВК 1.1.10,83-РВК 1.1.11,83-РВК 1.1.12,83-РВК 1.1.13,83-РВК 1.1.14,83-РВК 1.1.15,83-РВК 1.1.16,83-РВК 1.1.17,83-РВК 1.2.1,83-РВК 1.2.2,83-РВК 1.2.3,83-РВК 1.2.4,83-РВК 1.2.5,83-РВК 1.2.6,83-РВК 1.2.7,83-РВК 1.2.8,83-РВК 1.2.9,83-РВК 1.2.10,83-РВК 1.2.11,83-РВК 1.2.12,83-РВК 1.2.13,83-РВК 1.2.14,83-РВК 1.2.15,83-РВК 1.2.16,83-РВК 1.2.17,83-РВК 1.3.1,83-РВК 1.3.2,83-РВК 1.3.3,83-РВК 1.3.4,83-РВК 1.3.5,83-РВК 1.3.6,83-РВК 1.3.7,83-РВК 1.3.8,83-РВК 1.3.9,83-РВК 1.3.10,83-РВК 1.3.11,83-РВК 1.3.12,83-РВК 1.3.13,83-РВК 1.3.14,83-РВК 1.3.15,83-РВК 1.3.16,83-РВК 1.3.17,83-РВК 1.4.1,83-РВК 1.4.2,83-РВК 1.4.3,83-РВК 1.4.4,83-РВК 1.4.5,83-РВК 1.4.6,83-РВК 1.4.7,83-РВК 1.4.8,83-РВК 1.4.9,83-РВК 1.4.10,83-РВК 1.4.11,83-РВК 1.4.12,83-РВК 1.4.13,83-РВК 1.4.14,83-РВК 1.4.15,83-РВК 1.4.16,83-РВК 1.4.17,83-РВК 1.5.1,83-РВК 1.5.2,83-РВК 1.5.3,83-РВК 1.5.4,83-РВК 1.5.5,83-РВК 1.5.6,83-РВК 1.5.7,83-РВК 1.5.8,83-РВК 1.5.9,83-РВК 1.5.10,83-РВК 1.5.11,83-РВК 1.5.12,83-РВК 1.5.13,83-РВК 1.5.14,83-РВК 1.5.15,83-РВК 1.5.16,83-РВК 1.5.17,83-РВК 1.6.1,83-РВК 1.6.2,83-РВК 1.6.3,83-РВК 1.6.4,83-РВК 1.6.5,83-РВК 1.6.6,83-РВК 1.6.7,83-РВК 1.6.8,83-РВК 1.6.9,83-РВК 1.6.10,83-РВК 1.6.11,83-РВК 1.6.12,83-РВК 1.6.13,83-РВК 1.6.14,83-РВК 1.6.15,83-РВК 1.6.16,83-РВК 1.6.17,83-РВК 1.7.1,83-РВК 1.7.2,83-РВК 1.7.3,83-РВК 1.7.4,83-РВК 1.7.5,83-РВК 1.7.6,83-РВК 1.7.7,83-РВК 1.7.8,83-РВК 1.7.9,83-РВК 1.7.10,83-РВК 1.7.11,83-РВК 1.7.12,83-РВК 1.7.13,83-РВК 1.7.14,83-РВК 1.7.15,83-РВК 1.7.16,83-РВК 1.7.17,83-РВК 1.8.1,83-РВК 1.8.2,83-РВК 1.8.3,83-РВК 1.8.4,83-РВК 1.8.5,83-РВК 1.8.6,83-РВК 1.8.7,83-РВК 1.8.8,83-РВК 1.8.9,83-РВК 1.8.10,83-РВК 1.8.11,83-РВК 1.8.12,83-РВК 1.8.13,83-РВК 1.8.14,83-РВК 1.8.15,83-РВК 1.8.16,83-РВК 1.8.17,83-РВК 1.9.1,83-РВК 1.9.2,83-РВК 1.9.3,83-РВК 1.9.4,83-РВК 1.9.5,83-РВК 1.9.6,83-РВК 1.9.7,83-РВК 1.9.8,83-РВК 1.9.9,83-РВК 1.9.10,83-РВК 1.9.11,83-РВК 1.9.12,83-РВК 1.9.13,83-РВК 1.9.14,83-РВК 1.9.15,83-РВК 1.9.16,83-РВК 1.9.17,83-РВК 1.10.1,83-РВК 1.10.2,83-РВК 1.10.3,83-РВК 1.10.4,83-РВК 1.10.5,83-РВК 1.10.6,83-РВК 1.10.7,83-РВК 1.10.8,83-РВК 1.10.9,83-РВК 1.10.10,83-РВК 1.10.11,83-РВК 1.10.12,83-РВК 1.10.13,83-РВК 1.10.14,83-РВК 1.10.15,83-РВК 1.10.16,83-РВК 1.10.17,83-РВК 1.11.1,83-РВК 1.11.2,83-РВК 1.11.3,83-РВК 1.11.4,83-РВК 1.11.5,83-РВК 1.11.6,83-РВК 1.11.7,83-РВК 1.11.8,83-РВК 1.11.9,83-РВК 1.11.10,83-РВК 1.11.11,83-РВК 1.11.12,83-РВК 1.11.13,83-РВК 1.11.14,83-РВК 1.11.15,83-РВК 1.11.16,83-РВК 1.11.17,83-РВК 1.12.1,83-РВК 1.12.2,83-РВК 1.12.3,83-РВК 1.12.4,83-РВК 1.12.5,83-РВК 1.12.6,83-РВК 1.12.7,83-РВК 1.12.8,83-РВК 1.12.9,83-РВК 1.12.10,83-РВК 1.12.11,83-РВК 1.12.12,83-РВК 1.12.13,83-РВК 1.12.14,83-РВК 1.12.15,83-РВК 1.12.16,83-РВК 1.12.17,83-РВК 1.13.1,83-РВК 1.13.2,83-РВК 1.13.3,83-РВК 1.13.4,83-РВК 1.13.5,83-РВК 1.13.6,83-РВК 1.13.7,83-РВК 1.13.8,83-РВК 1.13.9,83-РВК 1.13.10,83-РВК 1.13.11,83-РВК 1.13.12,83-РВК 1.13.13,83-РВК 1.13.14,83-РВК 1.13.15,83-РВК 1.13.16,83-РВК 1.13.17,83-РВК 1.14.1,83-РВК 1.14.2,83-РВК 1.14.3,83-РВК 1.14.4,83-РВК 1.14.5,83-РВК 1.14.6,83-РВК 1.14.7,83-РВК 1.14.8,83-РВК 1.14.9,83-РВК 1.14.10,83-РВК 1.14.11,83-РВК 1.14.12,83-РВК 1.14.13,83-РВК 1.14.14,83-РВК 1.14.15,83-РВК 1.14.16,83-РВК 1.14.17,83-РВК 1.15.1,83-РВК 1.15.2,83-РВК 1.15.3,83-РВК 1.15.4,83-РВК 1.15.5,83-РВК 1.15.6,83-РВК 1.15.7,83-РВК 1.15.8,83-РВК 1.15.9,83-РВК 1.15.10,83-РВК 1.15.11,83-РВК 1.15.12,83-РВК 1.15.13,83-РВК 1.15.14,83-РВК 1.15.15,83-РВК 1.15.16,83-РВК 1.15.17,83-РВК 1.16.1,83-РВК 1.16.2,83-РВК 1.16.3,83-РВК 1.16.4,83-РВК 1.16.5,83-РВК 1.16.6,83-РВК 1.16.7,83-РВК 1.16.8,83-РВК 1.16.9,83-РВК 1.16.10,83-РВК 1.16.11,83-РВК 1.16.12,83-РВК 1.16.13,83-РВК 1.16.14,83-РВК 1.16.15,83-РВК 1.16.16,83-РВК 1.16.17,83-РВК 1.17.1,83-РВК 1.18.1,83-РВК 1.19.1,83-РВК 1.20.1,83-РВК 1.21.1,83-РВК 1.22.1,83-РВК 1.23.1,83-РВК 2.1.1,83-РВК 2.1.2,83-РВК 2.1.3,83-РВК 2.1.4,83-РВК 2.1.5,83-РВК 2.1.6,83-РВК 2.1.7,83-РВК 2.1.8,83-РВК 2.1.9,83-РВК 2.1.10,83-РВК 2.1.11,83-РВК 2.1.12,83-РВК 2.1.13,83-РВК 2.1.14,83-РВК 2.1.15,83-РВК 2.1.16,83-РВК 2.1.17,83-РВК 2.1.18,83-РВК 2.1.19,83-РВК 2.1.20,83-РВК 2.1.21,83-РВК 2.1.22,83-РВК 2.2.1,83-РВК 2.2.2,83-РВК 2.2.3,83-РВК 2.2.4,83-РВК 2.2.5,83-РВК 2.2.6,83-РВК 2.2.7,83-РВК 2.2.8,83-РВК 2.2.9,83-РВК 2.2.10,83-РВК 2.2.11,83-РВК 2.2.12,83-РВК 2.2.13,83-РВК 2.2.14,83-РВК 2.2.15,83-РВК 2.2.16,83-РВК 2.2.17,83-РВК 2.2.18,83-РВК 2.2.19,83-РВК 2.2.20,83-РВК 2.2.21,83-РВК 2.2.22,83-РВК 2.3.1,83-РВК 2.3.2,83-РВК 2.3.3,83-РВК 2.3.4,83-РВК 2.3.5,83-РВК 2.3.6,83-РВК 2.3.7,83-РВК 2.3.8,83-РВК 2.3.9,83-РВК 2.3.10,83-РВК 2.3.11,83-РВК 2.3.12,83-РВК 2.3.13,83-РВК 2.3.14,83-РВК 2.3.15,83-РВК 2.3.16,83-РВК 2.3.17,83-РВК 2.3.18,83-РВК 2.3.19,83-РВК 2.3.20,83-РВК 2.3.21,83-РВК 2.3.22,83-РВК 2.4.1,83-РВК 2.4.2,83-РВК 2.4.3,83-РВК 2.4.4,83-РВК 2.4.5,83-РВК 2.4.6,83-РВК 2.4.7,83-РВК 2.4.8,83-РВК 2.4.9,83-РВК 2.4.10,83-РВК 2.4.11,83-РВК 2.4.12,83-РВК 2.4.13,83-РВК 2.4.14,83-РВК 2.4.15,83-РВК 2.4.16,83-РВК 2.4.17,83-РВК 2.4.18,83-РВК 2.4.19,83-РВК 2.4.20,83-РВК 2.4.21,83-РВК 2.4.22,83-РВК 2.5.1,83-РВК 2.5.2,83-РВК 2.5.3,83-РВК 2.5.4,83-РВК 2.5.5,83-РВК 2.5.6,83-РВК 2.5.7,83-РВК 2.5.8,83-РВК 2.5.9,83-РВК 2.5.10,83-РВК 2.5.11,83-РВК 2.5.12,83-РВК 2.5.13,83-РВК 2.5.14,83-РВК 2.5.15,83-РВК 2.5.16,83-РВК 2.5.17,83-РВК 2.5.18,83-РВК 2.5.19,83-РВК 2.5.20,83-РВК 2.5.21,83-РВК 2.5.22,83-РВК 2.6.1,83-РВК 2.6.2,83-РВК 2.6.3,83-РВК 2.6.4,83-РВК 2.6.5,83-РВК 2.6.6,83-РВК 2.6.7,83-РВК 2.6.8,83-РВК 2.6.9,83-РВК 2.6.10,83-РВК 2.6.11,83-РВК 2.6.12,83-РВК 2.6.13,83-РВК 2.6.14,83-РВК 2.6.15,83-РВК 2.6.16,83-РВК 2.6.17,83-РВК 2.6.18,83-РВК 2.6.19,83-РВК 2.6.20,83-РВК 2.6.21,83-РВК 2.6.22,83-РВК 2.7.1,83-РВК 2.7.2,83-РВК 2.7.3,83-РВК 2.7.4,83-РВК 2.7.5,83-РВК 2.7.6,83-РВК 2.7.7,83-РВК 2.7.8,83-РВК 2.7.9,83-РВК 2.7.10,83-РВК 2.7.11,83-РВК 2.7.12,83-РВК 2.7.13,83-РВК 2.7.14,83-РВК 2.7.15,83-РВК 2.7.16,83-РВК 2.7.17,83-РВК 2.7.18,83-РВК 2.7.19,83-РВК 2.7.20,83-РВК 2.7.21,83-РВК 2.7.22,83-РВК 2.8.1,83-РВК 2.8.2,83-РВК 2.8.3,83-РВК 2.8.4,83-РВК 2.8.5,83-РВК 2.8.6,83-РВК 2.8.7,83-РВК 2.8.8,83-РВК 2.8.9,83-РВК 2.8.10,83-РВК 2.8.11,83-РВК 2.8.12,83-РВК 2.8.13,83-РВК 2.8.14,83-РВК 2.8.15,83-РВК 2.8.16,83-РВК 2.8.17,83-РВК 2.8.18,83-РВК 2.8.19,83-РВК 2.8.20,83-РВК 2.8.21,83-РВК 2.8.22,83-РВК 2.9.1,83-РВК 2.9.2,83-РВК 2.9.3,83-РВК 2.9.4,83-РВК 2.9.5,83-РВК 2.9.6,83-РВК 2.9.7,83-РВК 2.9.8,83-РВК 2.9.9,83-РВК 2.9.10,83-РВК 2.9.11,83-РВК 2.9.12,83-РВК 2.9.13,83-РВК 2.9.14,83-РВК 2.9.15,83-РВК 2.9.16,83-РВК 2.9.17,83-РВК 2.9.18,83-РВК 2.9.19,83-РВК 2.9.20,83-РВК 2.9.21,83-РВК 2.9.22,83-РВК 2.10.1,83-РВК 2.10.2,83-РВК 2.10.3,83-РВК 2.10.4,83-РВК 2.10.5,83-РВК 2.10.6,83-РВК 2.10.7,83-РВК 2.10.8,83-РВК 2.10.9,83-РВК 2.10.10,83-РВК 2.10.11,83-РВК 2.10.12,83-РВК 2.10.13,83-РВК 2.10.14,83-РВК 2.10.15,83-РВК 2.10.16,83-РВК 2.10.17,83-РВК 2.10.18,83-РВК 2.10.19,83-РВК 2.10.20,83-РВК 2.10.21,83-РВК 2.10.22,83-РВК 2.11.1,83-РВК 2.11.2,83-РВК 2.11.3,83-РВК 2.11.4,83-РВК 2.11.5,83-РВК 2.11.6,83-РВК 2.11.7,83-РВК 2.11.8,83-РВК 2.11.9,83-РВК 2.11.10,83-РВК 2.11.11,83-РВК 2.11.12,83-РВК 2.11.13,83-РВК 2.11.14,83-РВК 2.11.15,83-РВК 2.11.16,83-РВК 2.11.17,83-РВК 2.11.18,83-РВК 2.11.19,83-РВК 2.11.20,83-РВК 2.11.21,83-РВК 2.11.22,83-РВК 2.12.1,83-РВК 2.12.2,83-РВК 2.12.3,83-РВК 2.12.4,83-РВК 2.12.5,83-РВК 2.12.6,83-РВК 2.12.7,83-РВК 2.12.8,83-РВК 2.12.9,83-РВК 2.12.10,83-РВК 2.12.11,83-РВК 2.12.12,83-РВК 2.12.13,83-РВК 2.12.14,83-РВК 2.12.15,83-РВК 2.12.16,83-РВК 2.12.17,83-РВК 2.12.18,83-РВК 2.12.19,83-РВК 2.12.20,83-РВК 2.12.21,83-РВК 2.12.22,83-РВК 2.13.1,83-РВК 2.13.2,83-РВК 2.13.3,83-РВК 2.13.4,83-РВК 2.13.5,83-РВК 2.13.6,83-РВК 2.13.7,83-РВК 2.13.8,83-РВК 2.13.9,83-РВК 2.13.10,83-РВК 2.13.11,83-РВК 2.13.12,83-РВК 2.13.13,83-РВК 2.13.14,83-РВК 2.13.15,83-РВК 2.13.16,83-РВК 2.13.17,83-РВК 2.13.18,83-РВК 2.13.19,83-РВК 2.13.20,83-РВК 2.13.21,83-РВК 2.13.22,83-РВК 2.14.1,83-РВК 2.14.2,83-РВК 2.14.3,83-РВК 2.14.4,83-РВК 2.14.5,83-РВК 2.14.6,83-РВК 2.14.7,83-РВК 2.14.8,83-РВК 2.14.9,83-РВК 2.14.10,83-РВК 2.14.11,83-РВК 2.14.12,83-РВК 2.14.13,83-РВК 2.14.14,83-РВК 2.14.15,83-РВК 2.14.16,83-РВК 2.14.17,83-РВК 2.14.18,83-РВК 2.14.19,83-РВК 2.14.20,83-РВК 2.14.21,83-РВК 2.14.22,83-РВК 2.15.1,83-РВК 2.15.2,83-РВК 2.15.3,83-РВК 2.15.4,83-РВК 2.15.5,83-РВК 2.15.6,83-РВК 2.15.7,83-РВК 2.15.8,83-РВК 2.15.9,83-РВК 2.15.10,83-РВК 2.15.11,83-РВК 2.15.12,83-РВК 2.15.13,83-РВК 2.15.14,83-РВК 2.15.15,83-РВК 2.15.16,83-РВК 2.15.17,83-РВК 2.15.18,83-РВК 2.15.19,83-РВК 2.15.20,83-РВК 2.15.21,83-РВК 2.15.22,83-РВК 2.16.1,83-РВК 2.16.2,83-РВК 2.16.3,83-РВК 2.16.4,83-РВК 2.16.5,83-РВК 2.16.6,83-РВК 2.16.7,83-РВК 2.16.8,83-РВК 2.16.9,83-РВК 2.16.10,83-РВК 2.16.11,83-РВК 2.16.12,83-РВК 2.16.13,83-РВК 2.16.14,83-РВК 2.16.15,83-РВК 2.16.16,83-РВК 2.16.17,83-РВК 2.16.18,83-РВК 2.16.19,83-РВК 2.16.20,83-РВК 2.16.21,83-РВК 2.16.22,83-РВК 2.17.1,83-РВК 2.17.2,83-РВК 2.17.3,83-РВК 2.17.4,83-РВК 2.17.5,83-РВК 2.17.6,83-РВК 2.17.7,83-РВК 2.17.8,83-РВК 2.17.9,83-РВК 2.17.10,83-РВК 2.17.11,83-РВК 2.17.12,83-РВК 2.17.13,83-РВК 2.17.14,83-РВК 2.17.15,83-РВК 2.17.16,83-РВК 2.17.17,83-РВК 2.17.18,83-РВК 2.17.19,83-РВК 2.17.20,83-РВК 2.17.21,83-РВК 2.17.22,83-РВК 2.18.1,83-РВК 2.19.1,83-РВК 2.20.1,83-РВК 2.21.1,83-РВК 2.22.1,83-РВК 2.23.1,83-РВК 2.24.1,83-РВК 2.25.1,83-РВК 2.26.1,83-РВК 2.27.1,83-РВК 2.28.1,83-РВК 2.29.1,83-РВК 2.30.1,83-РВК 2.31.1,83-РВК 2.32.1,83-РВК 2.33.1,83-РВК 2.34.1,83-РВК 2.35.1,83-РВК 2.36.1,83-РВК 2.37.1,83-РВК 2.38.1,83-РВК 2.39.1,83-РВК 2.40.1,83-РВК 2.41.1,83-РВК 2.42.1,83-РВК 2.43.1,83-РВК 2.44.1
604,"Комунальний дошкільний навчальний заклад  - загальноосвітній навчальний заклад І-ІІ ступенів ""Навчально-виховний комплекс ""Берегиня"" Чернівецької міської ради",Чернівецька область,4.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,10.0,9.0,10.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.00,0.0,3.0,3.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,19.0,9.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,0.00,1.0,7.0,3.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,10.0,3.0,0.0,0.0,15.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
610,Реваківський загальноосвітній навчальний заклад І-ІІІ  ступенів,Чернівецька область,4.0,4.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,11.0,9.0,10.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00,0.0,1.0,3.0,7.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,17.0,20.0,11.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.00,0.0,3.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,4.0,11.0,3.0,9.0,5.0,16.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,1.0,0.0,0.0,1.0
