id,title,img,museum,Название,Место создания,lon,lat,Датировка,Номер ГИМ,Отдел/коллекция,Размер,"Материал, техника",Инвентарный номер,Номер ГК,Ключевые слова,"Автор, мастер/Изготовитель",Выставки,Персоналии,Комплект,Предметный классификатор,Формат,"Лист, страницы",Шифр ОПИ,Историческое событие,Язык
7584727,НДМ печ. 553. Акафист Покрову Пресвятой Богородицы. 1871 г.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcRM81Fzq2v37LJe7nPF0FYO3ysnTccgCmn3JFTMV9X3s.jpg?w=1000&h=1000,shm,Акафист Покрову Пресвятой Богородицы,Киево-Печерская лавра,50.43491764482937,30.5564511459281,1871,ГИМ 104028/553,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 553,26520618,,,,,,Старопечатная книга,4°,,,,
7584731,НДМ печ. 554. Акафист Покрову Пресвятой Богородицы. XIX в.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcYTO3y7J6tOTZz8z9Aa75p5tJesV_2MWsmxZttfrqaIv.jpg?w=1000&h=1000,shm,Акафист Покрову Пресвятой Богородицы,Киево-Печерская лавра,50.43491764482937,30.5564511459281,XIX,ГИМ 104028/554,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 554,26520611,,,,,,Старопечатная книга,4°,,,,
7585106,НДМ печ. 556. Акафист Пресвятей Богородице в день празднества чудотворной Ея иконы «Утоли моя печали». 1863 г.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmceECVE9cD00yarJv3KBcDu71TuAueduXY4-MDI6gXXQt.jpg?w=1000&h=1000,shm,Акафист Пресвятей Богородице в день празднества чудотворной Ея иконы «Утоли моя печали»,Киев,50.451313,30.514711,1863,ГИМ 104028/556,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 556,26520555,Киев,,,,,Старопечатная книга,4°,,,,
7585115,НДМ печ. 562. Акафист великомученице Варваре с житием. 1800 г.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcejHod8r6aTfK02FRzik4hH6f0T1GE_ZVMJmMRIwfNQK.jpg?w=1000&h=1000,shm,Акафист великомученице Варваре с житием,Киево-Печерская лавра,50.43491764482937,30.5564511459281,1800,ГИМ 104028/562,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 562,26520557,житие,,,,,Старопечатная книга,4°,,,,
7585119,НДМ печ. 563. Акафист святой великомученице Варваре с житием. 1807 г.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcUdcaAU0rhvMkubq_22gNugVQz3IV_0wEtL6lvxB8cz2.jpg?w=1000&h=1000,shm,Акафист святой великомученице Варваре с житием,Киевыо-Печерская лавра,,,1807,ГИМ 104028/563,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 563,26520574,житие,,,,,Старопечатная книга,4°,,,,
7585124,НДМ печ. 564. Акафист святой великомученице Варваре с житием. 1834 г.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcRGhjBiMwljXrgv_7CBqNg2s0Z2cjYimbWLXVovSRaJG.jpg?w=1000&h=1000,shm,Акафист святой великомученице Варваре с житием,Киево-Печерская лавра,50.43491764482937,30.5564511459281,1834,ГИМ 104028/564,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 564,26520545,житие,,,,,Старопечатная книга,4°,,,,
7585127,НДМ печ. 565. Акафист святой великомученице Варваре с житием. 1848 г.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcWzNzfetMu5bvQOoWdWlf5fNHLqbcyAq6kRBLvbxcmNP.jpg?w=1000&h=1000,shm,Акафист святой великомученице Варваре с житием,Киево-Печерская лавра,50.43491764482937,30.5564511459281,1848,ГИМ 104028/565,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 565,26520603,житие,,,,,Старопечатная книга,4°,,,,
7585129,НДМ печ. 566. Акафист святей великомученице Варваре. 1872 г.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcQTdCX7dWnGR60rlvJH1g05D5LjqKG_ktW-PM6KqHfPL.jpg?w=1000&h=1000,shm,Акафист святей великомученице Варваре,Киево-Печерская лавра,50.43491764482937,30.5564511459281,1872,ГИМ 104028/566,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 566,26520595,,,,,,Старопечатная книга,1°,,,,
7585132,НДМ печ. 568. Акафист преподобным и богоносным отцам нашим Антонию и Феодосию Печерским. 1865 г.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcRu-jS8fKaHwFu0G1WN37LYkyrwMoV95XSlBx3tfxDTn.jpg?w=1000&h=1000,shm,Акафист преподобным и богоносным отцам нашим Антонию и Феодосию Печерским,Киево-Печерская лавра,50.43491764482937,30.5564511459281,1865,ГИМ 104028/568,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 568,26520572,,,,,,Старопечатная книга,4°,,,,
7585133,НДМ печ. 569. Акафист преподобным и богоносным отцам нашим Антонию и Феодосию Печерским. 1881 г.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcYovkDeOVX7KscMCCLivwpKH6gyo0ra6B671IT0zHnUl.jpg?w=1000&h=1000,shm,Акафист преподобным и богоносным отцам нашим Антонию и Феодосию Печерским,Киево-Печерская лавра,50.43491764482937,30.5564511459281,1881,ГИМ 104028/569,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 569,26520615,,,,,,Старопечатная книга,б. 4°,,,,
7585134,"НДМ печ. 570. Акафист святителю Димитрию, митрополиту Ростовскому. 1860 г.",https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcVJ0XGBSb0HPwrMcn4OgqElTZ1ke3RHc770XcPYGrUTo.jpg?w=1000&h=1000,shm,"Акафист святителю Димитрию, митрополиту Ростовскому",Киево-Печерская лавра,50.43491764482937,30.5564511459281,1860,ГИМ 104028/570,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 570,26520596,,,,,,Старопечатная книга,4°,,,,
7521664,НДМ печ. 67. Псалтырь. 1766 г.,https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTS-LKwrEEpOPO5dLK1yIAf9KQNdgFnTHjKPkHFC2Qf7Y.jpg?w=1000&h=1000,shm,Псалтырь,Киево-Печерская лавра,50.43491764482937,30.5564511459281,1766,ГИМ 104028/67,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 67,26518435,,,,,,Старопечатная книга,1°,л. 374,,,
7521667,"НДМ печ. 69. Патерик Печерский, в 3х частях, нач. XVIII в.",https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTcPI_LphMeMkclUj6VxDiKUWK4XXIi_zwF2UaLGUZ3xK.jpg?w=1000&h=1000,shm,"Патерик Печерский, в 3х частях",Киево-Печерская лавра,50.43491764482937,30.5564511459281,XVIII,ГИМ 104028/69,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 69,26518501,,,,,,Старопечатная книга,1°,л. 192,,,церковно-славянский
7521670,НДМ печ. 72. Акафист св. великомуч. Варвары и Житие св. Варвары. 1788 г.,https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTU2-KT0nhYlM152Dr_QkiFszOgSXLkk5hrYa0PZ982oN.jpg?w=1000&h=1000,shm,Акафист св. великомуч. Варвары и Житие св. Варвары,Киево-Печерская лавра,50.43491764482937,30.5564511459281,1788,ГИМ 104028/72,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 72,26518473,житие,,,,,Старопечатная книга,4°,л. 57,,,церковно-славянский
7521993,НДМ печ. 78. Евангелие. 1801 г.,https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTZM152Np7tJxqlvJzeA3l6zYv6adIlEoP5Q2MrMPvhte.jpg?w=1000&h=1000,shm,Евангелие,Киево-Печерская лавра,50.43491764482937,30.5564511459281,1801,ГИМ 104028/78,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 78,26518457,евангелие,,,,,Старопечатная книга,1°,л. 449,,,церковно-славянский
7603654,НДМ печ. 783. Минея общая. XVIII в.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcSk44Bp4t47fb8X8FXsI27z9a7AzF5tSyGr9K3UJryPx.jpg?w=1000&h=1000,shm,Минея общая,Почаев,,,XVIII,ГИМ 104028/783,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 783,26520176,,,,,,Старопечатная книга,1°,,,,
7521994,НДМ печ. 79. Евангелие. 1806 г.,https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTSN3tXgvYI_2Gt7NHv1L5Ce6mpwsyOcqBtesLoYsM02n.jpg?w=1000&h=1000,shm,Евангелие,Киево-Печерская лавра,50.43491764482937,30.5564511459281,1806,ГИМ 104028/79,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 79,26518519,евангелие,,,,,Старопечатная книга,1°,л. 491,,,церковно-славянский
7604831,"НДМ печ. 828. Анфологион, снесть Цветословие, или Трефологион, снесть Словопитание. 1734 г.",https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcVVk3dk2S9HPz0Dn43nQlb-Y2HwAW7f0Dd6rA7A0ZdQS.jpg?w=1000&h=1000,shm,"Анфологион, снесть Цветословие, или Трефологион, снесть Словопитание",Киево-Печерская лавра,50.43491764482937,30.5564511459281,1734,ГИМ 104028/828,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 828,26520149,,,,,,Старопечатная книга,1°,,,,
7604847,"НДМ печ. 832. Книга житий святых, сентябрьская четверть. 1689 г.",https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcQhHOKVSxtl188-GCyVRaAtC3t2QGQDmAo3xVCAOZH4x.jpg?w=1000&h=1000,shm,"Книга житий святых, сентябрьская четверть",Киево-Печерская лавра,50.43491764482937,30.5564511459281,1689,ГИМ 104028/832,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 832,26520151,,,,,,Старопечатная книга,1°,,,,
7604849,"НДМ печ. 833. Жития святых на 3 месяца четвертый - июнь, июль. август. 1705 г.",https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcaA5Deku1iwJAv1tfKjx8KxRaGPy7-eNcHjYRqnT-ayK.jpg?w=1000&h=1000,shm,"Жития святых на 3 месяца четвертый - июнь, июль. август",Киево-Печерская лавра,50.43491764482937,30.5564511459281,1705,ГИМ 104028/833,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 833,26520096,,,,,,Старопечатная книга,1°,,,,
7605028,"НДМ печ. 846. Жития святых, на три месяца первые: сентемврий, октоврий, ноемврий (сентябрь, октябрь, ноябрь). 1764 г.",https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46Nzmcdnrtvdw9QapV9TSxOd9JPjlQwtKUgioZo7MvSGnAI_Y.jpg?w=1000&h=1000,shm,"Жития святых, на три месяца первые: сентемврий, октоврий, ноемврий (сентябрь, октябрь, ноябрь)",Киево-Печерская лавра,50.43491764482937,30.5564511459281,1764,ГИМ 104028/846,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 846,26518558,,,,,,Старопечатная книга,1°,,,,
7522001,"НДМ печ. 86. Патерик Печерский, в 3 чч. 1818 г.",https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTaMAOGLGXauksR7QyEo9V11kApvNhtDID_k0DQQhovRe.jpg?w=1000&h=1000,shm,"Патерик Печерский, в 3 чч.",Киево-Печерская лавра,50.43491764482937,30.5564511459281,1818,ГИМ 104028/86,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 86,26518429,,,,,,Старопечатная книга,1°,л. 246,,,церковно-славянский
7522002,НДМ печ. 87. Патерик Печерский. 1872 г.,https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTYJc-VjYp3sNetwHdT8__CcG-ykNgBptZq1hDicvEVV2.jpg?w=1000&h=1000,shm,Патерик Печерский,Киево-Печерская лавра,50.43491764482937,30.5564511459281,1872,ГИМ 104028/87,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 87,26518444,,,,,,Старопечатная книга,1°,л. 278,,,церковно-славянский
7522003,НДМ печ. 88. Акафисты и каноны. 1819 г.,https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTc5P-BePbNj5_rQQ-E_mtTheUNkgGx7-PRez-teqdkbA.jpg?w=1000&h=1000,shm,Акафисты и каноны,Киево-Печерская лавра,50.43491764482937,30.5564511459281,1819,ГИМ 104028/88,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 88,26518465,,,,,,Старопечатная книга,4°,л. 365,,,церковно-славянский
7522004,НДМ печ. 89. Акафисты. 1823 г.,https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTbNCCeU2ket3gtiZre9wvQj5oUyvApKMFeXmN400CQkD.jpg?w=1000&h=1000,shm,Акафисты,Почаевская лавра,,,1823,ГИМ 104028/89,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 89,26518515,,,,,,Старопечатная книга,4°,л. 316,,,церковно-славянский
7613100,"НДМ печ. 986. Книги жития и отчасти о чудес поведание преподобного ... Василия Нового, списано Григорием мнихом, учеником его (и Видение Григория, чудно зело). 1794 г.",https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcXq-8C7IUdfywgGFtYpzEUGO1FpchfnD8vXqZd1QUp0H.jpg?w=1000&h=1000,shm,"Книги жития и отчасти о чудес поведание преподобного ... Василия Нового, списано Григорием мнихом, учеником его (и Видение Григория, чудно зело)",Почаев,,,1794,ГИМ 104028/986,Рукописи и старопечатные книги/Старопечатные книги,,,НДМ печ. 986,26519540,,,,,,Старопечатная книга,1°,,,,
,,,,Старопечатная книга. Минея праздничная (Анфологион).,Львов,49.84879204944154,24.03361100840881,1632,ГИМ 104367/1,,,,,,,,,,,,,,,,
156293,Мнш. 2006. Псалтырь с восследованием. 1781 г.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmccgpLnLCXsDG6evzg2cqPGI6cRbglLCG9FHuids4QmaA.jpg?w=1000&h=1000,shm,Псалтырь с восследованием,Почаев,,,1781,ГИМ 105447/73,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, чернила, типографская печать",Мнш. 2006,30831044,,,,,,Старопечатная книга,1°,,,,
156299,Мнш. 2011. Псалтырь. 1690 г.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcdUQ2zHWoTQoN6wJsVVEcXXiHWujpxyo3Qe57YRLao4m.jpg?w=1000&h=1000,shm,Псалтырь,Киев,50.451313,30.514711,1690,ГИМ 105447/78,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, чернила, типографская печать",Мнш. 2011,30831100,Киев,,,,,Старопечатная книга,8°,,,,
,,,,Старопечатная книга. Житие и службы Николая Чудотворца,Львов,49.84879204944154,24.03361100840881,1791,ГИМ 105449,,,,,,,,,,,,,,,,
169021,Мнш. 2019. Псалтырь с восследованием. 1784 г.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcWlRD5RhAiZarw-jMAHrlTImQIi7r0FmZ64EUTY0SKik.jpg?w=1000&h=1000,shm,Псалтырь с восследованием,Почаев,,,1784,ГИМ 105601/2,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, чернила, типографская печать",Мнш. 2019,30827410,,,,,,Старопечатная книга,4°,,,,
179569,Муз. печ. 2. Житие Николая Чудотворца. 1794 г.,https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTVWpMMfcU2c8fZlq2BiJqKUHmghTuTKiYXtxC4SZD0a3.jpg?w=1000&h=1000,shm,Житие Николая Чудотворца,Почаев,,,1794,ГИМ 105815/1,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, типографская краска, типографская печать",Муз. печ. 2,5869865,житие,,,,,Старопечатная книга,4°,л. 251,,,
179584,Муз. печ. 15. Трубы на дни нарочитые праздников. Лазарь Баранович. 1674 г.,https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTSED0w4iJMsgs7MQUNHnxpH0PR0IHeVUhbipJw1omZLB.jpg?w=1000&h=1000,shm,Трубы на дни нарочитые праздников,Киев,50.451313,30.514711,1674,ГИМ 106173,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, типографская краска, типографская печать",Муз. печ. 15,5869825,Киев,Лазарь Баранович,,,,Старопечатная книга,1°,л. 416,,,
179597,Муз. печ. 27. Патерик Киево-Печерский. 1768 г.,https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTSzuUsz_g-T6iF58UbEp-BOsyPsmfz90BcV9K4XRBEQ-.jpg?w=1000&h=1000,shm,Патерик Киево-Печерский,Киев,50.451313,30.514711,1768,ГИМ 106762/2,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, типографская краска, типографская печать",Муз. печ. 27,5869851,Киев,,,,,Старопечатная книга,1°,л. 246,,,
179608,"Муз. печ. 44. Новый завет, тип. лавры. 1753 г.",https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTbxI6jCE0qGkYsuFnBLQJz_Bz2sbNx6Azsx5EWpo0qcz.jpg?w=1000&h=1000,shm,Новый завет,Киев,50.451313,30.514711,1753,ГИМ 108937/2,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, типографская краска, типографская печать",Муз. печ. 44,5869723,Киев,тип. лавры,,,,Старопечатная книга,4°,516 л.,,,
179616,"Муз. печ. 51. Шестоднев [Типография Ф. Карташева], не ранее 1795 г.",https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTY95JEp5bI8IeeU_w0YUrV03aFKdb313_xrtPKSTA0FI.jpg?w=1000&h=1000,shm,Шестоднев,Почаев. - [Клинцы],,,1795,ГИМ 109844/1,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, типографская краска, типографская печать",Муз. печ. 51,5869861,,[Типография Ф. Карташева],,,,Старопечатная книга,2°,"I-II, 335, III л. Нет л.: 5 (2-го сч.)",,,
179632,"Муз. печ. 66. Минеи Четьи, март-май. Димитрий. Тип. Киево-Печерской лавры. 1700 г.",https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTVP_9cAOdCNAnXbFPJUhjkinHM5h2X_PtBF5zcX3A2Ju.jpg?w=1000&h=1000,shm,"Минеи Четьи, март-май",Киев,50.451313,30.514711,1700,ГИМ 109890/3,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, типографская краска, типографская печать",Муз. печ. 66,5869943,Киев,"Димитрий, митрополит Ростовский. Тип. Киево-Печерской лавры",,,,Старопечатная книга,1°,,,,
179634,Муз. печ. 68. Новый завет (Евангелие). 1798 г.,https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTR6aOtii2MmeQ3KOFPtxiczCWgMaif3ouw0TswORidl-.jpg?w=1000&h=1000,shm,Новый завет (Евангелие),Киев,50.451313,30.514711,1798,ГИМ 110043/2,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, типографская краска, типографская печать",Муз. печ. 68,5869816,Киев,,,,,Старопечатная книга,4°,232 л.,,,
6567635,"Муз. печ. 196. Служба со Акафистом Успению пресвятыя Богородицы и повестию о всечестном и безсмертном успении ея, тип. лавры, июль 1848 г.",https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTbpdF42mAo8PKY-fcxdO5n94BaGFYOkJNczTJB-K71Hj.jpg?w=1000&h=1000,shm,Служба со Акафистом Успению пресвятыя Богородицы и повестию о всечестном и безсмертном успении ея,Киев,50.451313,30.514711,1848,ГИМ 115690,Рукописи и старопечатные книги/Старопечатные книги,"22,7х17х1,2 см (с переплетом); 22,3х16,8х0,8 см (блок)","Бумага, типографская краска, кожа, типографская печать, гравюры",Муз. печ. 196,22450533,кожа,тип. лавры,,,,Кириллическая книга,4°,"62, I л.",,,
7532840,"Муз. печ. 1038. Акафист преподобному и богоносному отцу нашему Серафиму, саровскому чудотворцу; Акафист Божественным Страстем Христовым. тип. лавры [кон. XIX в. - нач. XX в.в.]; 1893 г.",https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46Nzmcc8QVSTQTtG3rJ5kaUh_t2dN_ARuGs-0nEclPNLsNbVt.jpg?w=1000&h=1000,shm,"Акафист преподобному и богоносному отцу нашему Серафиму, саровскому чудотворцу; Акафист Божественным Страстем Христовым.",б. м.; Киев,,,1893,ГИМ 115833/12,Рукописи и старопечатные книги/Старопечатные книги,,Бумага,Муз. печ. 1038,27481900,Киев,тип. лавры,,,,Кириллическая книга,4°,"1 нн. л.(вклеен), с. 3-44; л. 1-34, 1 нн. л. = 1нн. (вклеен), 56 л.",,,
7532853,Муз. печ. 1040. Службы на каждый день Страстныя седмицы. Кн. II (четверток - суббота). тип. лавры. 1914 г.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcfHyO-nQOL7MopTXPncljJOca8n5NOZAiWxG0ARkryGR.jpg?w=1000&h=1000,shm,Службы на каждый день Страстныя седмицы. Кн. II (четверток - суббота).,Киев,50.451313,30.514711,1914,ГИМ 115833/14,Рукописи и старопечатные книги/Старопечатные книги,,Бумага,Муз. печ. 1040,27481923,Киев,тип. лавры,,,,Кириллическая книга,4°,"I, 1-58, 1-94, 1-79, 1 нн., II = I, 232, II л.",,,
7527503,"Муз. печ. 1029. Патерик Печерский, тип. лавры. VIII.1872 г.",https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcYb85xA2P0C3fbUZTeT7W5cp0OPnI-enh-thZIMSBBtn.jpg?w=1000&h=1000,shm,Патерик Печерский,Киев,50.451313,30.514711,1872,ГИМ 115833/3,Рукописи и старопечатные книги/Старопечатные книги,,Бумага,Муз. печ. 1029,27481934,Киев,тип. лавры,,,,Кириллическая книга,2°,"I, тит. л., 1 нн., 1-278, II л. = I, 280, II л.",,,
7532825,"Муз. печ. 1035. Конволют из 15 изданий (канонник, службы, акафисты): Канонник. + Служба с Акафистом Пресвятей и Животворящей Троице и др. тип. лавры. Кон. XIX в. - 1901 г. : V.1895 г. + 1898 г. и др.",https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46Nzmcfppn__18cCA1g0e4VtHaWg2h22Lr3hLy2q-qRDnAM6i.jpg?w=1000&h=1000,shm,"Конволют из 15 изданий (канонник, службы, акафисты): Канонник. + Служба с Акафистом Пресвятей и Животворящей Троице и др.",Киев,50.451313,30.514711,1895,ГИМ 115833/9,Рукописи и старопечатные книги/Старопечатные книги,,Бумага,Муз. печ. 1035,27481868,Киев,тип. лавры,,,,Кириллическая книга,4°,"I, 1 нн., 1-81, 81, 83-184 л. + 1-44 + 1-34 + 1-36 + 1-52 + 1-38 + 1-36 +  1-33 + 1-70 +1-54 + 1-41 + 1-49 + 1- 46 + 1-52 + 1-28, 1 нн., II-III л. = I, 799, II-III л.",,,
8152618,Мнш. 1887. Коронация Холмской иконы Богоматери. 1780 г.,https://catalog.shm.ru/api/spf/1K9dYZOdwmQ7ello0AQitS6bRIAvfc4-6XiCvB3L33hBSZn5As6xVv4A2z2-lGcp.jpg?w=1000&h=1000,shm,Коронация Холмской иконы Богоматери,Бердичев,,,1780,ГИМ 116090/1,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, чернила, типографская печать",Мнш. 1887,37047185,кожа,,,,,Старопечатная книга,б. 1°,,,,польский
156887,Мнш. 1255. Требник. 1652 г.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcVvegdNUwFdIsqWY4Xg6ZTu5qzZrXjIgjFtAJ-RXsr1C.jpg?w=1000&h=1000,shm,Требник,Киев,50.451313,30.514711,1652,ГИМ 16094,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, чернила, типографская печать",Мнш. 1255,30077131,Киев,,,,,Старопечатная книга,8°,,,,
155993,Мнш. 755. Библия. Иван Федоров. 1581 г.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcZt4Pe_b-zwNJS4oKoD9lTQmGOMCjq67Im-jErnf1vT8.jpg?w=1000&h=1000,shm,Библия,Острог,,,1581,ГИМ 16907,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, чернила, типографская печать",Мнш. 755,30830107,,"Иван Федоров, печатник",,,,Старопечатная книга,1°,,,,
169742,Мнш. 1083. Ключ разумения. 1659 и 1660 гг.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcS3EjsENbz0bQujWQmeErRZd8XMeo6CP0btmpbVeISaI.jpg?w=1000&h=1000,shm,Ключ разумения,Киев,50.451313,30.514711,1659,ГИМ 17029,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, чернила, типографская печать",Мнш. 1083,30826386,Киев,,,,,Старопечатная книга,1°,,,,
156226,Мнш. 1148. Житие с акафистом вмц. Варвары. 1716 г.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcaMLhavxwLZ2Y9yAgkewKavVSu0UNtsSAVD-sZorkP9l.jpg?w=1000&h=1000,shm,Житие с акафистом вмц. Варвары,Киев,50.451313,30.514711,1716,ГИМ 17676/2,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, чернила, типографская печать",Мнш. 1148,30072069,житие,,,,,Старопечатная книга,4°,,,,
169749,Мнш. 1103. Акафисты пречестные. 1666 г.,https://catalog.shm.ru/api/spf/JM2TGc2UUAT97uG46NzmcS5Em78HBaG5nNPC77p3nIYoN-_R_tywCBSXwzZm24Ke.jpg?w=1000&h=1000,shm,Акафисты пречестные,Киев,50.451313,30.514711,1666,ГИМ 19086,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, чернила, типографская печать",Мнш. 1103,30826495,Киев,,,,,Старопечатная книга,4°,,,,
156129,Мнш. 634. Ифика - иероплитика. 1712 г.,https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTWVCILHq00NA9Fd_yIBb3FWa9rF_WyurUQFpDntQ8ybr.jpg?w=1000&h=1000,shm,Ифика - иероплитика,Киев,50.451313,30.514711,1712,ГИМ 21505,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, чернила, типографская печать",Мнш. 634,30829106,Киев,,,,,Старопечатная книга,12°,,,,
156594,Мнш. 288. Синопсис. 1678 г.,https://catalog.shm.ru/api/spf/x2Ax-5bXnQZW3bTe247NwlJ3KNCGFyNae67K_5Amj2oWylG0cerh7h9F3FIFo8kKvaCLgBiEUDrIi2MIJ2T5TA.jpg?w=1000&h=1000,shm,Синопсис,Киев,50.451313,30.514711,1678,ГИМ 21506,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, чернила, типографская печать",Мнш. 288,22520030,синопсис,,,,,Старопечатная книга,4°,,,,
156935,Мнш. 643. Молитвослов. 1821 г.,https://catalog.shm.ru/api/spf/OXRrxH-lU-E7JZwCzzNuTb7YKxZvMnE7xKeX9DAdc2Q9zySQQu0w9oe0C1wT-qSh.jpg?w=1000&h=1000,shm,Молитвослов,Киев,50.451313,30.514711,1821,ГИМ 22423щ,Рукописи и старопечатные книги/Старопечатные книги,,"Бумага, чернила, типографская печать",Мнш. 643,30827952,молитвослов,,,,,Старопечатная книга,8°,,,,
