"Rank","Artist","URL","freq"
9,"Artik & Asti","https://www.youtube.com/watch?v=Jb1_hbjD8tQ",90
17,"Oleh Kenzov","https://www.youtube.com/watch?v=zt-RliDPEg8",54
24,"Oleh Kenzov","https://www.youtube.com/watch?v=YkItnbwx1eo",54
33,"Artik & Asti","https://www.youtube.com/watch?v=EGTve67nArU",90
46,"Artik & Asti","https://www.youtube.com/watch?v=ptx7sPY0EeA",90
49,"Max Barskih","https://www.youtube.com/watch?v=llkdF0HH0HA",37
57,"Artik & Asti","https://www.youtube.com/watch?v=lBkNEzAVvQY",90
58,"Maruv","https://www.youtube.com/watch?v=sglYYDKXE_Q",8
62,"Artik & Asti","https://www.youtube.com/watch?v=TmDVfe8XJ00",90
68,"Nensi","https://www.youtube.com/watch?v=7ECJcEyWWeg",5
72,"Without Limits","https://www.youtube.com/watch?v=QeLg3tDMu6o",5
6,"MONATIK","https://www.youtube.com/watch?v=X7Y0Ssx7TI4",52
13,"Artik & Asti","https://www.youtube.com/watch?v=Jb1_hbjD8tQ",90
19,"Oleh Kenzov","https://www.youtube.com/watch?v=zt-RliDPEg8",54
21,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
52,"Max Barskih","https://www.youtube.com/watch?v=llkdF0HH0HA",37
82,"Artik & Asti","https://www.youtube.com/watch?v=lBkNEzAVvQY",90
22,"Oleh Kenzov","https://www.youtube.com/watch?v=zt-RliDPEg8",54
42,"Max Barskih","https://www.youtube.com/watch?v=llkdF0HH0HA",37
98,"kavabanga Depo kolibri","https://www.youtube.com/watch?v=CwPSwipPVuE",1
7,"MONATIK","https://www.youtube.com/watch?v=X7Y0Ssx7TI4",52
9,"Vremya i Steklo","https://www.youtube.com/watch?v=kDKY1uQsOGI",31
11,"Artik & Asti","https://www.youtube.com/watch?v=Jb1_hbjD8tQ",90
16,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
21,"Oleh Kenzov","https://www.youtube.com/watch?v=zt-RliDPEg8",54
22,"Oleh Kenzov","https://www.youtube.com/watch?v=YkItnbwx1eo",54
36,"Mozgi","https://www.youtube.com/watch?v=rYNN5p-uI1Q",34
40,"Max Barskih","https://www.youtube.com/watch?v=llkdF0HH0HA",37
13,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
18,"Oleh Kenzov","https://www.youtube.com/watch?v=zt-RliDPEg8",54
20,"Vremya i Steklo","https://www.youtube.com/watch?v=kDKY1uQsOGI",31
33,"Mozgi","https://www.youtube.com/watch?v=rYNN5p-uI1Q",34
54,"Antytila","https://www.youtube.com/watch?v=B9gvM_-WYwo",2
77,"Artem Pivovarov","https://www.youtube.com/watch?v=D83kYtgLZpI",14
7,"Mozgi","https://www.youtube.com/watch?v=rYNN5p-uI1Q",34
10,"MONATIK","https://www.youtube.com/watch?v=X7Y0Ssx7TI4",52
14,"Artik & Asti","https://www.youtube.com/watch?v=Jb1_hbjD8tQ",90
15,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
20,"Oleh Kenzov","https://www.youtube.com/watch?v=zt-RliDPEg8",54
21,"Oleh Kenzov","https://www.youtube.com/watch?v=YkItnbwx1eo",54
22,"Vremya i Steklo","https://www.youtube.com/watch?v=kDKY1uQsOGI",31
54,"Max Barskih","https://www.youtube.com/watch?v=llkdF0HH0HA",37
56,"NK","https://www.youtube.com/watch?v=17i3bKKI4M0",37
64,"Artem Pivovarov","https://www.youtube.com/watch?v=D83kYtgLZpI",14
75,"Antytila","https://www.youtube.com/watch?v=B9gvM_-WYwo",2
12,"MONATIK","https://www.youtube.com/watch?v=X7Y0Ssx7TI4",52
13,"Mozgi","https://www.youtube.com/watch?v=rYNN5p-uI1Q",34
17,"Artik & Asti","https://www.youtube.com/watch?v=Jb1_hbjD8tQ",90
19,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
27,"Oleh Kenzov","https://www.youtube.com/watch?v=YkItnbwx1eo",54
39,"Vremya i Steklo","https://www.youtube.com/watch?v=kDKY1uQsOGI",31
48,"Artem Pivovarov","https://www.youtube.com/watch?v=D83kYtgLZpI",14
55,"Max Barskih","https://www.youtube.com/watch?v=llkdF0HH0HA",37
85,"Jerry Heil","https://www.youtube.com/watch?v=DMPuuXUgecE",8
99,"Mari Kraimbrery","https://www.youtube.com/watch?v=1jCQ1q-c7NI",14
17,"Mozgi","https://www.youtube.com/watch?v=rYNN5p-uI1Q",34
20,"MONATIK","https://www.youtube.com/watch?v=X7Y0Ssx7TI4",52
23,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
24,"Artik & Asti","https://www.youtube.com/watch?v=Jb1_hbjD8tQ",90
25,"Oleh Kenzov","https://www.youtube.com/watch?v=zt-RliDPEg8",54
29,"Artem Pivovarov","https://www.youtube.com/watch?v=D83kYtgLZpI",14
50,"Max Barskih","https://www.youtube.com/watch?v=ysvN3omAycM",37
53,"Max Barskih","https://www.youtube.com/watch?v=llkdF0HH0HA",37
57,"Vremya i Steklo","https://www.youtube.com/watch?v=kDKY1uQsOGI",31
90,"MONATIK","https://www.youtube.com/watch?v=l0m3d6HJ18s",52
23,"Artik & Asti","https://www.youtube.com/watch?v=Jb1_hbjD8tQ",90
25,"Artem Pivovarov","https://www.youtube.com/watch?v=D83kYtgLZpI",14
28,"Mozgi","https://www.youtube.com/watch?v=rYNN5p-uI1Q",34
29,"Oleh Kenzov","https://www.youtube.com/watch?v=zt-RliDPEg8",54
41,"Oleh Kenzov","https://www.youtube.com/watch?v=YkItnbwx1eo",54
58,"Vremya i Steklo","https://www.youtube.com/watch?v=kDKY1uQsOGI",31
64,"MONATIK","https://www.youtube.com/watch?v=l0m3d6HJ18s",52
73,"Without Limits","https://www.youtube.com/watch?v=wc6wpEck3DE",5
81,"Ani Lorak","https://www.youtube.com/watch?v=bBewwoYoEHo",12
87,"Max Barskih","https://www.youtube.com/watch?v=ysvN3omAycM",37
18,"Artem Pivovarov","https://www.youtube.com/watch?v=D83kYtgLZpI",14
22,"MONATIK","https://www.youtube.com/watch?v=X7Y0Ssx7TI4",52
25,"Artik & Asti","https://www.youtube.com/watch?v=Jb1_hbjD8tQ",90
28,"Oleh Kenzov","https://www.youtube.com/watch?v=zt-RliDPEg8",54
38,"Mozgi","https://www.youtube.com/watch?v=rYNN5p-uI1Q",34
44,"Oleh Kenzov","https://www.youtube.com/watch?v=YkItnbwx1eo",54
50,"Dzidzio","https://www.youtube.com/watch?v=ouXXAE73ASY",22
51,"Without Limits","https://www.youtube.com/watch?v=wc6wpEck3DE",5
61,"Max Barskih","https://www.youtube.com/watch?v=llkdF0HH0HA",37
62,"Vremya i Steklo","https://www.youtube.com/watch?v=kDKY1uQsOGI",31
76,"Ani Lorak","https://www.youtube.com/watch?v=bBewwoYoEHo",12
91,"Olya Polyakova","https://www.youtube.com/watch?v=wxxyP4GXMC4",37
7,"The Hardkiss","https://www.youtube.com/watch?v=YDqQ9W0_BBM",22
15,"Artem Pivovarov","https://www.youtube.com/watch?v=D83kYtgLZpI",14
26,"MONATIK","https://www.youtube.com/watch?v=X7Y0Ssx7TI4",52
32,"Artik & Asti","https://www.youtube.com/watch?v=Jb1_hbjD8tQ",90
35,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
41,"Oleh Kenzov","https://www.youtube.com/watch?v=zt-RliDPEg8",54
46,"Mozgi","https://www.youtube.com/watch?v=rYNN5p-uI1Q",34
57,"NK","https://www.youtube.com/watch?v=17i3bKKI4M0",37
66,"Vremya i Steklo","https://www.youtube.com/watch?v=kDKY1uQsOGI",31
71,"Max Barskih","https://www.youtube.com/watch?v=llkdF0HH0HA",37
90,"Without Limits","https://www.youtube.com/watch?v=wc6wpEck3DE",5
92,"NeAngely","https://www.youtube.com/watch?v=uT7Zwb5gpqY",6
4,"NK","https://www.youtube.com/watch?v=HZvizyfk9WM",37
11,"The Hardkiss","https://www.youtube.com/watch?v=YDqQ9W0_BBM",22
16,"Artem Pivovarov","https://www.youtube.com/watch?v=D83kYtgLZpI",14
29,"MONATIK","https://www.youtube.com/watch?v=X7Y0Ssx7TI4",52
30,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
33,"Artik & Asti","https://www.youtube.com/watch?v=Jb1_hbjD8tQ",90
49,"Mozgi","https://www.youtube.com/watch?v=rYNN5p-uI1Q",34
69,"NeAngely","https://www.youtube.com/watch?v=uT7Zwb5gpqY",6
72,"Vremya i Steklo","https://www.youtube.com/watch?v=kDKY1uQsOGI",31
74,"Max Barskih","https://www.youtube.com/watch?v=llkdF0HH0HA",37
11,"Artem Pivovarov","https://www.youtube.com/watch?v=D83kYtgLZpI",14
15,"The Hardkiss","https://www.youtube.com/watch?v=YDqQ9W0_BBM",22
16,"NK","https://www.youtube.com/watch?v=HZvizyfk9WM",37
30,"Oleh Kenzov","https://www.youtube.com/watch?v=zt-RliDPEg8",54
32,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
35,"MONATIK","https://www.youtube.com/watch?v=X7Y0Ssx7TI4",52
37,"Artik & Asti","https://www.youtube.com/watch?v=Jb1_hbjD8tQ",90
50,"Mozgi","https://www.youtube.com/watch?v=rYNN5p-uI1Q",34
54,"Maruv","https://www.youtube.com/watch?v=Yuo_6Qq3EhY",8
56,"Artik & Asti","https://www.youtube.com/watch?v=ptx7sPY0EeA",90
60,"NeAngely","https://www.youtube.com/watch?v=uT7Zwb5gpqY",6
76,"Oleh Kenzov","https://www.youtube.com/watch?v=vIwcAyPPwk8",54
77,"Vremya i Steklo","https://www.youtube.com/watch?v=kDKY1uQsOGI",31
81,"Max Barskih","https://www.youtube.com/watch?v=llkdF0HH0HA",37
85,"Alina Grosu","https://www.youtube.com/watch?v=CiJF-4FNhAo",2
8,"Artem Pivovarov","https://www.youtube.com/watch?v=D83kYtgLZpI",14
16,"The Hardkiss","https://www.youtube.com/watch?v=YDqQ9W0_BBM",22
23,"NK","https://www.youtube.com/watch?v=HZvizyfk9WM",37
25,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
34,"Artik & Asti","https://www.youtube.com/watch?v=Jb1_hbjD8tQ",90
38,"MONATIK","https://www.youtube.com/watch?v=X7Y0Ssx7TI4",52
66,"NeAngely","https://www.youtube.com/watch?v=uT7Zwb5gpqY",6
84,"Oleh Kenzov","https://www.youtube.com/watch?v=vIwcAyPPwk8",54
88,"Vremya i Steklo","https://www.youtube.com/watch?v=kDKY1uQsOGI",31
90,"Artik & Asti","https://www.youtube.com/watch?v=tLYgwj0gAm0",90
7,"Artem Pivovarov","https://www.youtube.com/watch?v=D83kYtgLZpI",14
19,"The Hardkiss","https://www.youtube.com/watch?v=YDqQ9W0_BBM",22
27,"Artik & Asti","https://www.youtube.com/watch?v=Jb1_hbjD8tQ",90
36,"MONATIK","https://www.youtube.com/watch?v=X7Y0Ssx7TI4",52
39,"NK","https://www.youtube.com/watch?v=HZvizyfk9WM",37
51,"Mozgi","https://www.youtube.com/watch?v=rYNN5p-uI1Q",34
77,"Max Barskih","https://www.youtube.com/watch?v=llkdF0HH0HA",37
80,"NeAngely","https://www.youtube.com/watch?v=uT7Zwb5gpqY",6
83,"Artik & Asti","https://www.youtube.com/watch?v=tLYgwj0gAm0",90
87,"Oleh Kenzov","https://www.youtube.com/watch?v=vIwcAyPPwk8",54
90,"Vremya i Steklo","https://www.youtube.com/watch?v=kDKY1uQsOGI",31
6,"Artem Pivovarov","https://www.youtube.com/watch?v=D83kYtgLZpI",14
24,"The Hardkiss","https://www.youtube.com/watch?v=YDqQ9W0_BBM",22
33,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
34,"Oleh Kenzov","https://www.youtube.com/watch?v=zt-RliDPEg8",54
46,"MONATIK","https://www.youtube.com/watch?v=X7Y0Ssx7TI4",52
56,"NK","https://www.youtube.com/watch?v=HZvizyfk9WM",37
61,"Mozgi","https://www.youtube.com/watch?v=rYNN5p-uI1Q",34
89,"Oleh Kenzov","https://www.youtube.com/watch?v=vIwcAyPPwk8",54
94,"NeAngely","https://www.youtube.com/watch?v=uT7Zwb5gpqY",6
5,"Artem Pivovarov","https://www.youtube.com/watch?v=D83kYtgLZpI",14
23,"The Hardkiss","https://www.youtube.com/watch?v=YDqQ9W0_BBM",22
31,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
70,"Mozgi","https://www.youtube.com/watch?v=rYNN5p-uI1Q",34
73,"NK","https://www.youtube.com/watch?v=HZvizyfk9WM",37
83,"MONATIK","https://www.youtube.com/watch?v=i6VUQoen_GA",52
93,"Artik & Asti","https://www.youtube.com/watch?v=tLYgwj0gAm0",90
98,"Mari Kraimbrery","https://www.youtube.com/watch?v=znQ6YqqJit4",14
29,"The Hardkiss","https://www.youtube.com/watch?v=YDqQ9W0_BBM",22
36,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
37,"Oleh Kenzov","https://www.youtube.com/watch?v=zt-RliDPEg8",54
49,"Ani Lorak","https://www.youtube.com/watch?v=wZ6rh4MTtYQ",12
52,"MONATIK","https://www.youtube.com/watch?v=X7Y0Ssx7TI4",52
54,"MONATIK","https://www.youtube.com/watch?v=i6VUQoen_GA",52
76,"Mozgi","https://www.youtube.com/watch?v=rYNN5p-uI1Q",34
84,"NK","https://www.youtube.com/watch?v=HZvizyfk9WM",37
93,"Mozgi","https://www.youtube.com/watch?v=44veVqYtT0w",34
30,"Mozgi","https://www.youtube.com/watch?v=44veVqYtT0w",34
35,"Artik & Asti","https://www.youtube.com/watch?v=Jb1_hbjD8tQ",90
36,"The Hardkiss","https://www.youtube.com/watch?v=YDqQ9W0_BBM",22
40,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
77,"Max Barskih","https://www.youtube.com/watch?v=5anqIMeWA3M",37
80,"Mozgi","https://www.youtube.com/watch?v=rYNN5p-uI1Q",34
82,"Oleh Kenzov","https://www.youtube.com/watch?v=YkItnbwx1eo",54
87,"Ani Lorak","https://www.youtube.com/watch?v=wZ6rh4MTtYQ",12
96,"NK","https://www.youtube.com/watch?v=HZvizyfk9WM",37
100,"Mari Kraimbrery","https://www.youtube.com/watch?v=1jCQ1q-c7NI",14
3,"BULA","https://www.youtube.com/watch?v=d-HHuVrbPl8",4
35,"The Hardkiss","https://www.youtube.com/watch?v=YDqQ9W0_BBM",22
42,"Oleh Kenzov","https://www.youtube.com/watch?v=zt-RliDPEg8",54
43,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
49,"BoomBox","https://www.youtube.com/watch?v=vR_MvDZ8qVE",2
88,"Mari Kraimbrery","https://www.youtube.com/watch?v=1jCQ1q-c7NI",14
91,"Mari Kraimbrery","https://www.youtube.com/watch?v=ox5BNg_jb_k",14
92,"NK","https://www.youtube.com/watch?v=HZvizyfk9WM",37
37,"The Hardkiss","https://www.youtube.com/watch?v=YDqQ9W0_BBM",22
41,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
63,"MONATIK","https://www.youtube.com/watch?v=1ygHajoZIjE",52
70,"Mozgi","https://www.youtube.com/watch?v=44veVqYtT0w",34
75,"Mari Kraimbrery","https://www.youtube.com/watch?v=1jCQ1q-c7NI",14
77,"Artik & Asti","https://www.youtube.com/watch?v=TmDVfe8XJ00",90
83,"Mari Kraimbrery","https://www.youtube.com/watch?v=ox5BNg_jb_k",14
94,"T-Fest","https://www.youtube.com/watch?v=4-Pp-MEdKIA",1
96,"BoomBox","https://www.youtube.com/watch?v=vR_MvDZ8qVE",2
4,"BULA","https://www.youtube.com/watch?v=d-HHuVrbPl8",4
30,"Artik & Asti","https://www.youtube.com/watch?v=Jb1_hbjD8tQ",90
37,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
38,"The Hardkiss","https://www.youtube.com/watch?v=YDqQ9W0_BBM",22
44,"Oleh Kenzov","https://www.youtube.com/watch?v=zt-RliDPEg8",54
49,"Maruv","https://www.youtube.com/watch?v=iJJTtQ9SY3g",8
65,"Mari Kraimbrery","https://www.youtube.com/watch?v=1jCQ1q-c7NI",14
70,"MONATIK","https://www.youtube.com/watch?v=1ygHajoZIjE",52
76,"Mozgi","https://www.youtube.com/watch?v=44veVqYtT0w",34
79,"Mozgi","https://www.youtube.com/watch?v=rYNN5p-uI1Q",34
81,"Mari Kraimbrery","https://www.youtube.com/watch?v=ox5BNg_jb_k",14
83,"KAZKA","https://www.youtube.com/watch?v=Ablwooyh89Q",7
93,"Volodymyr Dantes","https://www.youtube.com/watch?v=oo8cvfnw-jE",4
1,"DOROFEEVA","https://www.youtube.com/watch?v=yjrpGqaN6Fs",1
6,"BULA","https://www.youtube.com/watch?v=d-HHuVrbPl8",4
29,"Maruv","https://www.youtube.com/watch?v=iJJTtQ9SY3g",8
31,"The Hardkiss","https://www.youtube.com/watch?v=YDqQ9W0_BBM",22
35,"The Hardkiss","https://www.youtube.com/watch?v=DI6KM_XiLSE",22
46,"Misha Marvin","https://www.youtube.com/watch?v=IYbvwzJMjw4",37
58,"MONATIK","https://www.youtube.com/watch?v=X7Y0Ssx7TI4",52
70,"Mari Kraimbrery","https://www.youtube.com/watch?v=1jCQ1q-c7NI",14
72,"KAZKA","https://www.youtube.com/watch?v=Ablwooyh89Q",7
76,"MONATIK","https://www.youtube.com/watch?v=1ygHajoZIjE",52
81,"Mozgi","https://www.youtube.com/watch?v=rYNN5p-uI1Q",34
82,"Volodymyr Dantes","https://www.youtube.com/watch?v=oo8cvfnw-jE",4
89,"Ani Lorak","https://www.youtube.com/watch?v=wZ6rh4MTtYQ",12
96,"Mari Kraimbrery","https://www.youtube.com/watch?v=ox5BNg_jb_k",14
97,"Artik & Asti","https://www.youtube.com/watch?v=tLYgwj0gAm0",90
98,"NK","https://www.youtube.com/watch?v=HZvizyfk9WM",37
4,"Artem Pivovarov","https://www.youtube.com/watch?v=D83kYtgLZpI",14
7,"NK","https://www.youtube.com/watch?v=EccTAMn2_sU",37
12,"Volodymyr Dantes","https://www.youtube.com/watch?v=oo8cvfnw-jE",4
21,"The Hardkiss","https://www.youtube.com/watch?v=DI6KM_XiLSE",22
38,"Kalush","https://www.youtube.com/watch?v=5p-IJhnyQMM",2
45,"Oleh Kenzov","https://www.youtube.com/watch?v=zt-RliDPEg8",54
64,"Maruv","https://www.youtube.com/watch?v=iJJTtQ9SY3g",8
77,"Mari Kraimbrery","https://www.youtube.com/watch?v=1jCQ1q-c7NI",14
78,"Ani Lorak","https://www.youtube.com/watch?v=wZ6rh4MTtYQ",12
91,"NK","https://www.youtube.com/watch?v=HZvizyfk9WM",37
97,"Mari Kraimbrery","https://www.youtube.com/watch?v=ox5BNg_jb_k",14
9,"BULA","https://www.youtube.com/watch?v=d-HHuVrbPl8",4
24,"Volodymyr Dantes","https://www.youtube.com/watch?v=oo8cvfnw-jE",4
28,"Dzidzio","https://www.youtube.com/watch?v=vDf9bgQMx3Y",22
30,"Kalush","https://www.youtube.com/watch?v=5p-IJhnyQMM",2
32,"NK","https://www.youtube.com/watch?v=EccTAMn2_sU",37
39,"The Hardkiss","https://www.youtube.com/watch?v=YDqQ9W0_BBM",22
50,"The Hardkiss","https://www.youtube.com/watch?v=DI6KM_XiLSE",22
61,"MONATIK","https://www.youtube.com/watch?v=1ygHajoZIjE",52
72,"Max Barskih","https://www.youtube.com/watch?v=wyT6G1AKTuE",37
77,"Artik & Asti","https://www.youtube.com/watch?v=tLYgwj0gAm0",90
86,"Mari Kraimbrery","https://www.youtube.com/watch?v=1jCQ1q-c7NI",14
87,"Maruv","https://www.youtube.com/watch?v=iJJTtQ9SY3g",8
