"num","edrpou","name","name_short","link","sales_2019","profit_2019","sales_2018","profit_2018","difference","status","reg_date","kved","gov_share","fpg","percent_19","group","dir_2019_change","fillColor"
83,"40210018","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЕЛЕКТРИЧНІ СИСТЕМИ""","ДП ""ЕЛЕКТРИЧНІ СИСТЕМИ""","https://youcontrol.com.ua/search/?q=40210018",391.8,10,"248.3",20.1,-10.1,"noStop","2015-12-31","29.31 Виробництво електричного й електронного устатковання для автотранспортних засобів","NULL","-",-50.2487562189055,"1",0,"red"
84,"37404165","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КОНЯРСТВО УКРАЇНИ""","ДП ""КОНЯРСТВО УКРАЇНИ""","https://youcontrol.com.ua/search/?q=37404165",373.9,-7.6,"242.6",0.1,-7.7,"vgsu","2010-12-09","01.43 Розведення коней та інших тварин родини конячих","NULL","-",-7700,"4",1,"red"
85,"131771","АКЦІОНЕРНЕ ТОВАРИСТВО ""ХЕРСОНСЬКА ТЕПЛОЕЛЕКТРОЦЕНТРАЛЬ""","АТ ""ХЕРСОНСЬКА ТЕПЛОЕЛЕКТРО- ЦЕНТРАЛЬ""","https://youcontrol.com.ua/search/?q=131771",345.5,-27.5,"413.5",-100.3,72.8,"noStop","2002-06-20","35.30 Постачання пари, гарячої води та кондиційованого повітря","99.8","-",72.5822532402792,"1",1,"green"
86,"30083966","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""МИКОЛАЇВСЬКА ТЕПЛОЕЛЕКТРОЦЕНТРАЛЬ""","ПАТ ""МИКОЛАЇВСЬКА ТЕПЛОЕЛЕКТРОЦЕНТРАЛЬ""","https://youcontrol.com.ua/search/?q=30083966",330.7,-46.6,"397.1",-38.3,-8.3,"noStop","2002-02-14","35.11 Виробництво електроенергії","99.9","-",-21.6710182767624,"1",0,"red"
87,"32402870","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""РЕГІОНАЛЬНІ ЕЛЕКТРИЧНІ МЕРЕЖІ""","ДП ""РЕГІОНАЛЬНІ ЕЛЕКТРИЧНІ МЕРЕЖІ""","https://youcontrol.com.ua/search/?q=32402870",322.4,-209.9,"2367.1",-47.9,-162,"vgsu","2009-09-07","35.13 Розподілення електроенергії","NULL","-",-338.204592901879,"2",0,"red"
88,"740599","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЛЬВІВСЬКИЙ ЛОКОМОТИВОРЕМОНТНИЙ ЗАВОД""","ПАТ ""ЛЬВІВСЬКИЙ ЛОКОМОТИВОРЕМОНТНИЙ ЗАВОД""","https://youcontrol.com.ua/search/?q=740599",317.6,0.5,"342.1",-29.3,29.8,"noStop","2001-04-28","30.20 Виробництво залізничних локомотивів і рухомого складу","100","-",101.706484641638,"1",0,"green"
89,"33839013","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ТОРЕЦЬКВУГІЛЛЯ""","ДП ""ТОРЕЦЬКВУГІЛЛЯ""","https://youcontrol.com.ua/search/?q=33839013",310.2,-377.2,"411.9",-291.7,-85.5,"noStop","2005-11-01","05.10 Добування кам'яного вугілля","NULL","-",-29.3109358930408,"1",0,"red"
90,"375504","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЖИТОМИРСЬКИЙ ЛІКЕРО-ГОРІЛЧАНИЙ ЗАВОД""","ДП ""ЖИТОМИРСЬКИЙ ЛІКЕРО-ГОРІЛЧАНИЙ ЗАВОД""","https://youcontrol.com.ua/search/?q=375504",301.4,1.8,"316.1",3.1,-1.3,"noStop","1996-06-28","11.01 Дистиляція, ректифікація та змішування спиртних напоїв","NULL","-",-41.9354838709677,"1",1,"red"
91,"20015794","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДЕРЖАВНИЙ ЕКСПЕРТНИЙ ЦЕНТР МІНІСТЕРСТВА ОХОРОНИ ЗДОРОВ'Я УКРАЇНИ""","ДП ""ДЕРЖАВНИЙ ЕКСПЕРТНИЙ ЦЕНТР МОЗ УКРАЇНИ""","https://youcontrol.com.ua/search/?q=20015794",278.6,12.3,"214.6",13.1,-0.799999999999999,"noStop","2000-02-23","72.19 Дослідження й експериментальні розробки у сфері інших природничих і технічних наук","NULL","-",-6.10687022900763,"1",0,"red"
92,"19290012","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СТИВІДОРНА КОМПАНІЯ ""ОЛЬВІЯ""","ДП ""СТИВІДОРНА КОМПАНІЯ ""ОЛЬВІЯ""","https://youcontrol.com.ua/search/?q=19290012",277.8,5.1,"331.7",51,-45.9,"noStop","1993-01-21","52.22 Допоміжне обслуговування водного транспорту","NULL","-",-90,"1",0,"red"
93,"24366929","ДЕРЖАВНЕ ПІДПРИЄМСТВО СПЕЦІАЛЬНОГО ЗВ'ЯЗКУ","ДП СПЕЦІАЛЬНОГО ЗВ'ЯЗКУ","https://youcontrol.com.ua/search/?q=24366929",271.8,1.3,"252.8",1.3,0,"noStop","2003-06-03","53.10 Діяльність національної пошти","NULL","-",0,"1",1,"green"
94,"282406","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО""КОРОСТЕНСЬКИЙ ЗАВОД ЗАЛІЗОБЕТОННИХ ШПАЛ""","ПАТ""КОРОСТЕНСЬКИЙ ЗАВОД ЗАЛІЗОБЕТОННИХ ШПАЛ""","https://youcontrol.com.ua/search/?q=282406",268.7,-6.2,"410.3",9.5,-15.7,"noStop","1991-12-18","23.61 Виготовлення виробів із бетону для будівництва","100","-",-165.263157894737,"1",0,"red"
95,"32320594","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ПЕРВОМАЙСЬКВУГІЛЛЯ""","ДП ""ПЕРВОМАЙСЬКВУГІЛЛЯ""","https://youcontrol.com.ua/search/?q=32320594",259.7,-332.8,"362.6",-302.2,-30.6,"noStop","2003-03-31","05.10 Добування кам'яного вугілля","NULL","-",-10.1257445400397,"1",0,"red"
96,"7917635","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКИЙ ДЕРЖАВНИЙ АВІАЦІЙНИЙ РЕМОНТНИЙ ЗАВОД ""МІГРЕМОНТ""","ДП ""ЗДАРЗ ""МІГРЕМОНТ""","https://youcontrol.com.ua/search/?q=7917635",257.7,3.9,"336.3",21.7,-17.8,"noStop","1998-04-10","30.30 Виробництво повітряних і космічних літальних апаратів, супутнього устатковання","NULL","-",-82.0276497695853,"1",0,"red"
97,"21666128","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""МАШИНОБУДІВНА ФІРМА ""АРТЕМ""","ДП ""МАШИНОБУДІВНА ФІРМА ""АРТЕМ""","https://youcontrol.com.ua/search/?q=21666128",247.7,35.4,"169.1",27.5,7.9,"noStop","1997-06-10","30.30 Виробництво повітряних і космічних літальних апаратів, супутнього устатковання","NULL","-",28.7272727272727,"1",0,"green"
98,"35691621","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СПЕЦІАЛІЗОВАНА ДЕРЖАВНА ЕКСПЕРТНА ОРГАНІЗАЦІЯ-ЦЕНТРАЛЬНА СЛУЖБА УКРАЇНСЬКОЇ ДЕРЖАВНОЇ БУДІВЕЛЬНОЇ ЕКСПЕРТИЗИ""","ДП ""УКРДЕРЖБУД- ЕКСПЕРТИЗА""","https://youcontrol.com.ua/search/?q=35691621",247.5,3,"210",4.8,-1.8,"noStop","2008-01-28","71.11 Діяльність у сфері архітектури","NULL","-",-37.5,"1",1,"red"
99,"9794409","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""МИКОЛАЇВСЬКИЙ АВІАРЕМОНТНИЙ ЗАВОД ""НАРП""","ДП ""МИКОЛАЇВСЬКИЙ АВІАРЕМОНТНИЙ ЗАВОД ""НАРП""","https://youcontrol.com.ua/search/?q=9794409",246.1,36.3,"200.4",19.3,17,"noStop","2002-06-12","30.30 Виробництво повітряних і космічних літальних апаратів, супутнього устатковання","NULL","-",88.0829015544041,"1",0,"green"
100,"14311175","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЖУЛЯНСЬКИЙ МАШИНОБУДІВНИЙ ЗАВОД ""ВІЗАР""","ДП ""ЖУЛЯНСЬКИЙ МАШИНОБУДІВНИЙ ЗАВОД ""ВІЗАР""","https://youcontrol.com.ua/search/?q=14311175",244.1,48,"205.4",47.2,0.799999999999997,"noStop","1993-06-21","25.40 Виробництво зброї та боєприпасів","NULL","-",1.69491525423728,"1",0,"green"
